Toode;Maht_ml;Protsent;Etanool;Etanool/€;Pood;Hind;Uuendatud;Link
Baron Montalto Pinot Grigio Blush KGT vein 12%vol 750ml;750.0;12.0;90.0;9.385;Prisma;9.59;2025-04-16 15:26:00;https://ostukorvid.ee/tooted/2ca42b3e-7a53-4871-8a6c-e1f9907f8f93/baron-montalto-pinot-grigio-blush-kgt-vein-12percentvol-750ml
Kaitstud päritolunimetusega vein Ihringer Winklerberg Chardonnay Kabinett 12,5%vol 0,75l;750.0;12.5;93.75;9.384;Rimi;9.99;2025-11-12 08:10:00;https://ostukorvid.ee/tooted/fdc97787-c3ce-46a3-9639-f6a336e94558/kaitstud-paritolunimetusega-vein-ihringer-winklerberg-chardonnay-kabinett-125percentvol-075l
GT vein VENTISQ.Res.Sauv.Blanc12.5%750ml;750.0;12.5;93.75;9.384;Maxima;9.99;2025-11-12 06:12:00;https://ostukorvid.ee/tooted/99dce4cd-79ab-409e-be9e-c8c169a9b7c4/gt-vein-ventisqressauvblanc125percent750ml
KPN vein STEMMARI St.Pinot Gr. 13% 750ml;750.0;13.0;97.5;9.295;Maxima;10.49;2025-11-12 06:07:00;https://ostukorvid.ee/tooted/0408ade5-b9c5-4ae8-84e9-20188e71b3d9/kpn-vein-stemmari-stpinot-gr-13percent-750ml
KPN vein STEMMARI Nero d´Avola 13% 750ml;750.0;13.0;97.5;9.295;Maxima;10.49;2025-11-12 06:14:00;https://ostukorvid.ee/tooted/cbd0d9c5-d012-4d19-b6b3-2fbe0a82477f/kpn-vein-stemmari-nero-davola-13percent-750ml
KPN vein CESARI SOAVE Essere 11.5% 750ml;750.0;11.5;86.25;9.284;Maxima;9.29;2025-11-12 05:21:00;https://ostukorvid.ee/tooted/d6c9e213-00f4-4233-aaad-9ba9e2d53882/kpn-vein-cesari-soave-essere-115percent-750ml
Georgian Valleys Alazani Valley GT vein 12% 750 ml;750.0;12.0;90.0;9.231;Selver;9.75;2025-11-12 03:22:00;https://ostukorvid.ee/tooted/84922519-fd43-4803-8033-97ab706d36cc/georgian-valleys-alazani-valley-gt-vein-12percent-750-ml
Kaitstud päritolunimetusega vein Zantho Blaufränkisch punane 13,5%vol 0,75l;750.0;13.5;101.25;9.213;Rimi;10.99;2025-11-12 08:12:00;https://ostukorvid.ee/tooted/4c7c8529-e548-4421-b6fa-97da193ea922/kaitstud-paritolunimetusega-vein-zantho-blaufrankisch-punane-135percentvol-075l
Kaitstud päritolunimetusega vein Laroche Syrah-Grenache 13,5%vol 0,75l;750.0;13.5;101.25;9.213;Rimi;10.99;2025-11-12 08:21:00;https://ostukorvid.ee/tooted/506fcbbc-467a-48b4-8065-5bc8ca9a829a/kaitstud-paritolunimetusega-vein-laroche-syrah-grenache-135percentvol-075l
Geograafilise tähisega vein Cono Sur Bicicleta Pinot Noir Rose 12%vol 0,75l;750.0;12.0;90.0;9.193;Rimi;9.79;2025-11-12 08:14:00;https://ostukorvid.ee/tooted/8686aa25-7652-4b12-bc29-fd6bc1802f51/geograafilise-tahisega-vein-cono-sur-bicicleta-pinot-noir-rose-12percentvol-075l
Valge vein Kendermanns Crafted Collection Gewurztra 11% 0,75l;750.0;11.0;82.5;9.177;Rimi;8.99;2025-11-12 08:14:00;https://ostukorvid.ee/tooted/80e5ab88-82bd-4a04-899c-c4ea3d747bf6/valge-vein-kendermanns-crafted-collection-gewurztra-11percent-075l
Zonin Limoneto Spritz aromatiseeritud veinijook 11%vol 750ml;750.0;11.0;82.5;9.177;Prisma;8.99;2025-04-16 15:15:00;https://ostukorvid.ee/tooted/c9d0612a-9971-4353-a64d-9213821da030/zonin-limoneto-spritz-aromatiseeritud-veinijook-11percentvol-750ml
Kaitstud päritolunimetusega vein Gran Castillo Viura Chardonnay 11%vol 0,75l;750.0;11.0;82.5;9.177;Rimi;8.99;2025-11-12 08:17:00;https://ostukorvid.ee/tooted/47fda767-49b0-4c6e-b7ed-7c742022640d/kaitstud-paritolunimetusega-vein-gran-castillo-viura-chardonnay-11percentvol-075l
Kaitstud päritolunimetusega vein Johann Brunner Dorfelder Rose 10,5%vol 0,75l;750.0;10.5;78.75;9.168;Rimi;8.59;2025-11-12 08:10:00;https://ostukorvid.ee/tooted/93fb6918-35b9-4f34-a81d-1a60aa7a33db/kaitstud-paritolunimetusega-vein-johann-brunner-dorfelder-rose-105percentvol-075l
Vine Crianza Tempranillo vein 14,5%vol 750ml;750.0;14.5;108.75;9.162;Kaupmees;11.87;2025-11-12 06:08:00;https://ostukorvid.ee/tooted/e4d317b8-7b37-44dd-82da-3cc4f8a24f0f/vine-crianza-tempranillo-vein-145percentvol-750ml
Silk and Spice Red Blend vein 13%, 750 ml;750.0;13.0;97.5;9.146;Kaupmees;10.66;2025-11-12 06:20:00;https://ostukorvid.ee/tooted/aeb94c2f-4a11-4898-9a7b-4ff1e6faa028/silk-and-spice-red-blend-vein-13percent-750-ml
Geograafilise tähisega vein Umano Tsinandali 13%vol 0,75l;750.0;13.0;97.5;9.121;Rimi;10.69;2025-11-12 08:17:00;https://ostukorvid.ee/tooted/04b1359d-d227-4eec-9abe-6327d864e778/geograafilise-tahisega-vein-umano-tsinandali-13percentvol-075l
Kaitstud geograafilise tähisega vein Doppio Passo Negroamaro Salento 12,5%vol 0,75l;750.0;12.5;93.75;9.111;Rimi;10.29;2025-11-12 08:11:00;https://ostukorvid.ee/tooted/34dbe83c-a53c-4399-915b-00276f675ed1/kaitstud-geograafilise-tahisega-vein-doppio-passo-negroamaro-salento-125percentvol-075l
Kaitstud päritolunimetusega vein Doppio Passo Pinot Grigio 12,5%vol 0,75l;750.0;12.5;93.75;9.111;Rimi;10.29;2025-11-12 08:23:00;https://ostukorvid.ee/tooted/3eb41a20-8a44-4a4d-8114-2b5ba5bd4773/kaitstud-paritolunimetusega-vein-doppio-passo-pinot-grigio-125percentvol-075l
Gaseeritud puuviljavein Wõlu Rabarber 6%vol 0,75l;750.0;6.0;45.0;9.018;Rimi;4.99;2025-11-12 08:18:00;https://ostukorvid.ee/tooted/4abc5f94-53de-4c0b-a622-f9d6049927fa/gaseeritud-puuviljavein-wolu-rabarber-6percentvol-075l
Moselland Riesling Kabinett KPN vein 7,5%, 3L;3000.0;7.5;225.0;9.004;Prisma;24.99;2024-04-21 15:19:00;https://ostukorvid.ee/tooted/f080be61-2672-459e-bac4-08f7fc96fe76/moselland-riesling-kabinett-kpn-vein-75percent-3l
Kaitstud geograafilise tähisega poolvahuvein Maschio Sauvignon Vino Frizzante 11%vol 0,75l;750.0;11.0;82.5;8.977;Rimi;9.19;2025-11-12 08:24:00;https://ostukorvid.ee/tooted/c094e288-a876-4a60-b39d-9dbdf9f64c2b/kaitstud-geograafilise-tahisega-poolvahuvein-maschio-sauvignon-vino-frizzante-11percentvol-075l
Jaume Serra Cava Brut Organic 11,5% 750ml;750.0;11.5;86.25;8.956;Kaupmees;9.63;2025-11-12 06:22:00;https://ostukorvid.ee/tooted/68dc66ba-5a28-407b-b66a-8f9612fa8176/jaume-serra-cava-brut-organic-115percent-750ml
Aromat.vein MARTINI Rosato 15% 1L;1000.0;15.0;150.0;8.934;Maxima;16.79;2025-11-12 06:08:00;https://ostukorvid.ee/tooted/a3e92781-43c6-4915-80ff-c5d0e0ef4e21/aromatvein-martini-rosato-15percent-1l
Aromat.vein MARTINI Rosso 15% 1L;1000.0;15.0;150.0;8.934;Maxima;16.79;2025-11-12 05:18:00;https://ostukorvid.ee/tooted/dd212148-7869-4781-bb55-e1e3fcbaf7e1/aromatvein-martini-rosso-15percent-1l
Aromat.vein MARTINI Bianco 15% 1L;1000.0;15.0;150.0;8.934;Maxima;16.79;2025-11-12 05:19:00;https://ostukorvid.ee/tooted/5d001b08-1491-40ee-aa0d-41ffb7fd9c25/aromatvein-martini-bianco-15percent-1l
Kaitstud päritolunimetusega vein Sicilia Grillo-Viognier Feudo Laparello 13%vol 0,75l;750.0;13.0;97.5;8.872;Rimi;10.99;2025-11-12 08:12:00;https://ostukorvid.ee/tooted/13857929-bccc-402c-8b6d-7143c9fc2993/kaitstud-paritolunimetusega-vein-sicilia-grillo-viognier-feudo-laparello-13percentvol-075l
Crabo Riesling Pavia KGT vein 13%vol 750ml;750.0;13.0;97.5;8.872;Prisma;10.99;2025-04-16 15:18:00;https://ostukorvid.ee/tooted/3d10925c-aba6-4bbd-85fd-21771a17d143/crabo-riesling-pavia-kgt-vein-13percentvol-750ml
Kaitstud geograafilise tähisega vein Laroche Chardonnay Reserve 13%vol 0,75l;750.0;13.0;97.5;8.872;Rimi;10.99;2025-11-12 08:23:00;https://ostukorvid.ee/tooted/74d29972-9ef3-48d8-9b7b-2507de5d0a31/kaitstud-geograafilise-tahisega-vein-laroche-chardonnay-reserve-13percentvol-075l
Kaitstud päritolunimetusega vein Ihringer Spätburgunder Trocken 13%vol 0,75l;750.0;13.0;97.5;8.872;Rimi;10.99;2025-11-12 08:24:00;https://ostukorvid.ee/tooted/65b0598b-3c1e-4a6d-9b06-64f84f8d7a12/kaitstud-paritolunimetusega-vein-ihringer-spatburgunder-trocken-13percentvol-075l
KPN vein J.BRUN. Ries.Rheinh.10.5% 750ml;750.0;10.5;78.75;8.858;Maxima;8.89;2025-11-12 06:11:00;https://ostukorvid.ee/tooted/2bb4b73f-af6e-4545-9cf6-91a9f8a9f750/kpn-vein-jbrun-riesrheinh105percent-750ml
Georgian Valleys Alazani Valley vein 11,5% 750 ml;750.0;11.5;86.25;8.846;Selver;9.75;2025-11-12 04:08:00;https://ostukorvid.ee/tooted/1805588e-b105-4493-b7e0-7f9cc265e50a/georgian-valleys-alazani-valley-vein-115percent-750-ml
Geograafilise tähisega vein Umano Kisi 12,5%vol 0,75l;750.0;12.5;93.75;8.77;Rimi;10.69;2025-11-12 08:18:00;https://ostukorvid.ee/tooted/77f89ec6-32af-4999-9b67-bdda8306efcd/geograafilise-tahisega-vein-umano-kisi-125percentvol-075l
Oscar H. Oh01 Riesling Semi Sweet KGT vein 9%vol 750ml;750.0;9.0;67.5;8.766;Kaupmees;7.7;2025-11-12 06:10:00;https://ostukorvid.ee/tooted/53002557-c669-422b-b3e4-b570e146ea40/oscar-h-oh01-riesling-semi-sweet-kgt-vein-9percentvol-750ml
Kaitstud päritolunimetusega vein Crudo Nero d Avola Cabernet 14%0,75l;750.0;14.0;105.0;8.757;Rimi;11.99;2025-11-12 08:07:00;https://ostukorvid.ee/tooted/b0fddbfd-596c-482a-8728-d7ad688148d4/kaitstud-paritolunimetusega-vein-crudo-nero-d-avola-cabernet-14percent075l
Porto Cruz Tawny KPN liköörvein 19%vol 750ml;750.0;19.0;142.5;8.748;Prisma;16.29;2025-04-16 15:20:00;https://ostukorvid.ee/tooted/e51a276e-46e4-436e-8974-c1989a7a3f76/porto-cruz-tawny-kpn-likoorvein-19percentvol-750ml
Valge Vein Cellier des Dauphins Prestige Blanc 12,5% 250ml;250.0;12.5;31.25;8.705;Sumena;3.59;2025-11-12 07:22:00;https://ostukorvid.ee/tooted/0c3cc05b-9a2d-4a60-bbff-bbdff2ed7d6a/valge-vein-cellier-des-dauphins-prestige-blanc-125percent-250ml
Barbanera Chianti Governo KPN vein 13,5%vol 750ml;750.0;13.5;101.25;8.698;Kaupmees;11.64;2025-11-12 06:14:00;https://ostukorvid.ee/tooted/ab6915a0-581b-4ccd-965d-08f4b21cd07a/barbanera-chianti-governo-kpn-vein-135percentvol-750ml
KPN vahuvein PIROVANO Prosecco 11% 750ml;750.0;11.0;82.5;8.693;Maxima;9.49;2025-11-12 06:15:00;https://ostukorvid.ee/tooted/d054a970-4d76-42fd-a0af-2bd4d4fbfaea/kpn-vahuvein-pirovano-prosecco-11percent-750ml
Gas.puuv.vein WOLU Vah. Tikker 6% 750ml;750.0;6.0;45.0;8.671;Maxima;5.19;2025-11-12 05:25:00;https://ostukorvid.ee/tooted/84dae88d-15bb-427a-9a3c-40c70ae46209/gaspuuvvein-wolu-vah-tikker-6percent-750ml
Kaitstud geograafilise tähisega vein Monte Zovo Doppio Sasso Rosso 14%vol 0,75l;750.0;14.0;105.0;8.642;Rimi;12.15;2025-11-12 09:09:00;https://ostukorvid.ee/tooted/9050a47d-72c0-4f17-873b-8de2b9f6dc81/kaitstud-geograafilise-tahisega-vein-monte-zovo-doppio-sasso-rosso-14percentvol-075l
Martini Prosecco Rose vahuvein 11,5%vol 750ml;750.0;11.5;86.25;8.634;Prisma;9.99;2025-04-16 15:17:00;https://ostukorvid.ee/tooted/4f1cfd58-390c-462c-81b4-af77e3118ca0/martini-prosecco-rose-vahuvein-115percentvol-750ml
KPN vein J.BRUNNER Riesl.Mosel 9.5%750ml;750.0;9.5;71.25;8.595;Maxima;8.29;2025-11-12 05:21:00;https://ostukorvid.ee/tooted/14cf96bf-3867-46af-a737-6cdff10b8266/kpn-vein-jbrunner-rieslmosel-95percent750ml
Nua Lambrusco Rosso Dell Emilia KPN poolvahuvein 8%vol 750ml;750.0;8.0;60.0;8.584;Prisma;6.99;2025-04-16 15:17:00;https://ostukorvid.ee/tooted/385dc615-e864-4783-b4cf-f7bbb80a7dbe/nua-lambrusco-rosso-dell-emilia-kpn-poolvahuvein-8percentvol-750ml
Vein ANTERRA Pinot Grigio 12% 750ml;750.0;12.0;90.0;8.58;Maxima;10.49;2025-11-12 06:12:00;https://ostukorvid.ee/tooted/956622e8-d8c7-4922-8124-07ae51658308/vein-anterra-pinot-grigio-12percent-750ml
Kaitstud geograafilise tähisega poolvahuvein Maschio Chardonnay Vino Frizzante 10,5%vol 0,75l;750.0;10.5;78.75;8.569;Rimi;9.19;2025-11-12 08:15:00;https://ostukorvid.ee/tooted/007e8a43-beff-4722-8dd1-311f1710d34b/kaitstud-geograafilise-tahisega-poolvahuvein-maschio-chardonnay-vino-frizzante-105percentvol-075l
Johann Brunner Gewürztraminer Prestige KPN vein 11%, 187 ml;187.0;11.0;20.57;8.535;Kaupmees;2.41;2025-11-12 06:26:00;https://ostukorvid.ee/tooted/dae27088-1d38-4c36-93d6-9cbe481bb3b2/johann-brunner-gewurztraminer-prestige-kpn-vein-11percent-187-ml
Kaitstud päritolunimetusega vein Zonin Chianti 12,5%vol 0,75l;750.0;12.5;93.75;8.53;Rimi;10.99;2025-11-12 08:22:00;https://ostukorvid.ee/tooted/84ee741e-b35d-4802-af0d-f9829455392c/kaitstud-paritolunimetusega-vein-zonin-chianti-125percentvol-075l
Kaitstud päritolunimetusega vein Ihringer Weiser Burgunder Trocken 12,5%vol 0,75l;750.0;12.5;93.75;8.53;Rimi;10.99;2025-11-12 08:24:00;https://ostukorvid.ee/tooted/adf416a2-4e09-44e5-9378-65a66becd5d2/kaitstud-paritolunimetusega-vein-ihringer-weiser-burgunder-trocken-125percentvol-075l
Gaseeritud puuviljavein Wõlu Kollane Ploom 6%vol 0,75l;750.0;6.0;45.0;8.507;Rimi;5.29;2025-11-12 08:14:00;https://ostukorvid.ee/tooted/d09bef34-617f-4e68-8101-00ded0327850/gaseeritud-puuviljavein-wolu-kollane-ploom-6percentvol-075l
Kaitstud geograafilise tähisega vein Chocolate Tube Puglia Primitivo 14,5%vol 0,75l;750.0;14.5;108.75;8.503;Rimi;12.79;2025-11-12 08:21:00;https://ostukorvid.ee/tooted/51f54c9f-847e-4b7d-9161-bdea913ea762/kaitstud-geograafilise-tahisega-vein-chocolate-tube-puglia-primitivo-145percentvol-075l
Puuviljavahuvein Pomegranate Semi Sweet 11,5%vol 0,75l;750.0;11.5;86.25;8.498;Rimi;10.15;2025-11-12 08:17:00;https://ostukorvid.ee/tooted/98ebdff3-10b5-482e-807a-309654189131/puuviljavahuvein-pomegranate-semi-sweet-115percentvol-075l
Vein CONDE VILLAR Vinho Ver. 11.5% 750ml;750.0;11.5;86.25;8.464;Maxima;10.19;2025-11-12 06:11:00;https://ostukorvid.ee/tooted/d36ff066-663e-46c4-ab2f-7c0b6b109879/vein-conde-villar-vinho-ver-115percent-750ml
SILK&SPICE Spice Road Red 13,5% 75cl (punane, poolkuiv);750.0;13.5;101.25;8.445;Prisma;11.99;2025-04-16 15:16:00;https://ostukorvid.ee/tooted/71f8045b-c33d-4f75-8377-18c83e04cf39/silkandspice-spice-road-red-135percent-75cl-punane-poolkuiv
Villa Borghett Pasqua Soave Classico 12,5% 750ml;750.0;12.5;93.75;8.393;Selver;11.17;2025-11-12 04:09:00;https://ostukorvid.ee/tooted/d022b592-351d-41d2-9a00-b5a8e9e9a7f6/villa-borghett-pasqua-soave-classico-125percent-750ml
Tarapacá Biodiversity Pinot Grigio vein 12,5%vol 750ml;750.0;12.5;93.75;8.393;Selver;11.17;2025-11-12 03:22:00;https://ostukorvid.ee/tooted/9b288ecc-f2a1-4f79-8c38-ecbf204f7fac/tarapaca-biodiversity-pinot-grigio-vein-125percentvol-750ml
Chill Out Organic Riesling KPN vein 11,5%vol 750ml;750.0;11.5;86.25;8.358;Kaupmees;10.32;2025-11-12 06:26:00;https://ostukorvid.ee/tooted/7901c93e-5f67-4cd5-8e61-55f753326df8/chill-out-organic-riesling-kpn-vein-115percentvol-750ml
Arom. veinijook TAKARA Plum 10% 750ml;750.0;10.0;75.0;8.343;Maxima;8.99;2025-11-12 06:09:00;https://ostukorvid.ee/tooted/647e6038-d8d8-43f7-9d36-6da0f9efc0e7/arom-veinijook-takara-plum-10percent-750ml
Porto Cruz Tawny KPN liköörvein 19%vol 750ml;750.0;19.0;142.5;8.299;Kaupmees;17.17;2025-11-12 06:20:00;https://ostukorvid.ee/tooted/e51a276e-46e4-436e-8974-c1989a7a3f76/porto-cruz-tawny-kpn-likoorvein-19percentvol-750ml
Vein Maori Bay Sauvignon Blanc Marlborough 13%vol 0,75l;750.0;13.0;97.5;8.298;Rimi;11.75;2025-11-12 08:16:00;https://ostukorvid.ee/tooted/2e6478a7-1f9e-4c33-a9be-89302ebc9e55/vein-maori-bay-sauvignon-blanc-marlborough-13percentvol-075l
Gaseeritud puuviljavein Cosmopolitan Diva Mojito Fusion 5,5%vol 0,75l;750.0;5.5;41.25;8.267;Rimi;4.99;2025-11-12 08:22:00;https://ostukorvid.ee/tooted/d16dc8ab-0331-4537-9fb0-e36d0dab46a8/gaseeritud-puuviljavein-cosmopolitan-diva-mojito-fusion-55percentvol-075l
KPN vah.vein MENESTREL. Prosec.11% 750ml;750.0;11.0;82.5;8.258;Maxima;9.99;2025-11-12 05:24:00;https://ostukorvid.ee/tooted/654f39da-b8fc-44e5-a846-de0428bfa8d8/kpn-vahvein-menestrel-prosec11percent-750ml
Laurent Mique Père et Fils Sauvignon Blanc KGT vein 12%, 750 ml;750.0;12.0;90.0;8.249;Kaupmees;10.91;2025-11-12 06:10:00;https://ostukorvid.ee/tooted/b283ecdf-91b8-435d-a798-6d2cc692007d/laurent-mique-pere-et-fils-sauvignon-blanc-kgt-vein-12percent-750-ml
Castell D'Or Cabaret Cava Brut KPN kvaliteetvahuvein 11,5%vol 750ml;750.0;11.5;86.25;8.222;Prisma;10.49;2025-04-16 15:21:00;https://ostukorvid.ee/tooted/484e1d45-2d59-4ae9-a01c-bdf294a30454/castell-dor-cabaret-cava-brut-kpn-kvaliteetvahuvein-115percentvol-750ml
Kaitstud päritolunimetusega kvaliteetvahuvein Zantho Gruner Veltliner Brut 12%vol 0,75l;750.0;12.0;90.0;8.189;Rimi;10.99;2025-11-12 08:09:00;https://ostukorvid.ee/tooted/4bca541c-228a-4565-b7e6-a1bcc997ffaf/kaitstud-paritolunimetusega-kvaliteetvahuvein-zantho-gruner-veltliner-brut-12percentvol-075l
Kaitstud päritolunimetusega vein Zonin Pinot Grigio 2014 12%vol 0,75l;750.0;12.0;90.0;8.189;Rimi;10.99;2025-11-12 08:25:00;https://ostukorvid.ee/tooted/e43e5d87-4ee3-4ec1-a256-386d557d930a/kaitstud-paritolunimetusega-vein-zonin-pinot-grigio-2014-12percentvol-075l
Kaitstud päritolunimetusega vein Faber Riesling Auslese 12%vol 0,75l;750.0;12.0;90.0;8.189;Rimi;10.99;2025-11-12 08:26:00;https://ostukorvid.ee/tooted/d179c93d-4a0b-4eb4-9ed9-21e77b35a97c/kaitstud-paritolunimetusega-vein-faber-riesling-auslese-12percentvol-075l
Aromat.vein MARTINI Bianco 15% 500ml;500.0;15.0;75.0;8.161;Maxima;9.19;2025-11-12 05:26:00;https://ostukorvid.ee/tooted/1d9912fe-01c3-4737-8ea8-e0f2976e0938/aromatvein-martini-bianco-15percent-500ml
Pasqua Villa Borghetti Valpolicella KPN vein 12,5%, 750 ml;750.0;12.5;93.75;8.159;Kaupmees;11.49;2025-11-12 06:08:00;https://ostukorvid.ee/tooted/33bbf074-c97c-44cc-8d3e-574170a7ddc7/pasqua-villa-borghetti-valpolicella-kpn-vein-125percent-750-ml
Royal Oporto Extra Dry White KPN liköörvein 19%vol 750ml;750.0;19.0;142.5;8.148;Prisma;17.49;2025-04-16 15:13:00;https://ostukorvid.ee/tooted/1fc24b6e-0919-4808-963d-06f98fc07de7/royal-oporto-extra-dry-white-kpn-likoorvein-19percentvol-750ml
Kaitstud geograafilise tähisega vein Lago Sagrado 13%vol 0,75l;750.0;13.0;97.5;8.132;Rimi;11.99;2025-11-12 08:13:00;https://ostukorvid.ee/tooted/b9723a5e-9e9c-4c89-b797-6c3146b775a9/kaitstud-geograafilise-tahisega-vein-lago-sagrado-13percentvol-075l
Silk and Spice Red Blend vein 13%, 750 ml;750.0;13.0;97.5;8.132;Prisma;11.99;2025-04-16 15:20:00;https://ostukorvid.ee/tooted/aeb94c2f-4a11-4898-9a7b-4ff1e6faa028/silk-and-spice-red-blend-vein-13percent-750-ml
Errazuriz Estate Sauvignon Blanc 13% 750ml;750.0;13.0;97.5;8.132;Prisma;11.99;2025-04-16 15:22:00;https://ostukorvid.ee/tooted/6b48aec4-7ba3-4742-a3eb-b778ec884fb3/errazuriz-estate-sauvignon-blanc-13percent-750ml
Choya Silver aromatiseeritud veinijook 10% 0,5L;500.0;10.0;50.0;8.078;Prisma;6.19;2025-04-16 15:22:00;https://ostukorvid.ee/tooted/2c21f04c-0255-49b0-9f76-80d6a86fe69c/choya-silver-aromatiseeritud-veinijook-10percent-05l
Kaitstud geograafilise tähisega vein Heavenly Sauvignon Blanc 11,5%vol 0,75l;750.0;11.5;86.25;8.068;Rimi;10.69;2025-11-12 08:23:00;https://ostukorvid.ee/tooted/bf7f434b-4a6b-46ba-812b-909880953409/kaitstud-geograafilise-tahisega-vein-heavenly-sauvignon-blanc-115percentvol-075l
Kaitstud päritolunimetusega vein Louis Eschenauer Bordeaux Sauvignon Blanc 12%vol 0,75l;750.0;12.0;90.0;8.043;Rimi;11.19;2025-11-12 08:19:00;https://ostukorvid.ee/tooted/b6c2eb8a-5820-42a8-acaf-29327638d051/kaitstud-paritolunimetusega-vein-louis-eschenauer-bordeaux-sauvignon-blanc-12percentvol-075l
Kaitstud geograafilise tähisega vein Monte Zovo Doppio Sasso Bianco 13%vol 0,75l;750.0;13.0;97.5;8.025;Rimi;12.15;2025-11-12 08:18:00;https://ostukorvid.ee/tooted/018cf2c5-4b32-4561-afc6-b36863ce4a08/kaitstud-geograafilise-tahisega-vein-monte-zovo-doppio-sasso-bianco-13percentvol-075l
Barone Montalto Nero D'Avola KGT vein 13%, 187 ml;187.0;13.0;24.31;8.023;Kaupmees;3.03;2025-11-12 06:16:00;https://ostukorvid.ee/tooted/0307a90e-30bb-4b1d-84c9-53b0176819d5/barone-montalto-nero-davola-kgt-vein-13percent-187-ml
Jaume Serra Cava Brut Organic 11,5% 750ml;750.0;11.5;86.25;7.994;Prisma;10.79;2025-04-16 15:22:00;https://ostukorvid.ee/tooted/68dc66ba-5a28-407b-b66a-8f9612fa8176/jaume-serra-cava-brut-organic-115percent-750ml
Kaitstud geograafilise tähisega vein Zonin Classici Primitivo Puglia 13,5%vol 0,75l;750.0;13.5;101.25;7.979;Rimi;12.69;2025-11-12 08:16:00;https://ostukorvid.ee/tooted/97694230-76dd-47b1-ab6d-3ee5f191d021/kaitstud-geograafilise-tahisega-vein-zonin-classici-primitivo-puglia-135percentvol-075l
Henkell Trocken Piccolo vahuvein 11,5% 200 ml;200.0;11.5;23.0;7.931;Kaupmees;2.9;2025-11-12 06:13:00;https://ostukorvid.ee/tooted/a0cf349a-19bb-4404-bb7f-dec8c339c54e/henkell-trocken-piccolo-vahuvein-115percent-200-ml
Kaitstud päritolunimetusega liköörvein W.& J. Graham's Fine Ruby Port 19%vol 0,75l;750.0;19.0;142.5;7.921;Rimi;17.99;2025-11-12 08:12:00;https://ostukorvid.ee/tooted/6b5c8903-9e80-4cff-b643-c83243444406/kaitstud-paritolunimetusega-likoorvein-wand-j-grahams-fine-ruby-port-19percentvol-075l
Vah. MASCHIO Sp. Rose Ex.Dry 11.5% 750ml;750.0;11.5;86.25;7.848;Maxima;10.99;2025-11-12 06:09:00;https://ostukorvid.ee/tooted/194fa8c4-b22e-4838-a3ac-2657cf3e455b/vah-maschio-sp-rose-exdry-115percent-750ml
Kaitstud päritolunimetusega vahuvein Maia Spumante Millesimato Prosecco 11,5%vol 0,75l;750.0;11.5;86.25;7.848;Rimi;10.99;2025-11-12 08:11:00;https://ostukorvid.ee/tooted/00893c27-c160-4ec8-8efb-485ba2dcfaf8/kaitstud-paritolunimetusega-vahuvein-maia-spumante-millesimato-prosecco-115percentvol-075l
Pasqua Villa Borghetti Valpolicella KPN vein 12,5%, 750 ml;750.0;12.5;93.75;7.819;Prisma;11.99;2024-07-20 15:08:00;https://ostukorvid.ee/tooted/33bbf074-c97c-44cc-8d3e-574170a7ddc7/pasqua-villa-borghetti-valpolicella-kpn-vein-125percent-750-ml
Barbanera Chianti Governo KPN vein 13,5%vol 750ml;750.0;13.5;101.25;7.794;Prisma;12.99;2025-04-16 15:14:00;https://ostukorvid.ee/tooted/ab6915a0-581b-4ccd-965d-08f4b21cd07a/barbanera-chianti-governo-kpn-vein-135percentvol-750ml
Vine Crianza Tempranillo vein 14,5%vol 750ml;750.0;14.5;108.75;7.773;Prisma;13.99;2024-04-21 15:08:00;https://ostukorvid.ee/tooted/e4d317b8-7b37-44dd-82da-3cc4f8a24f0f/vine-crianza-tempranillo-vein-145percentvol-750ml
Geograafilise tähisega vein Cocoon Zinfandel 13,5%vol 0,75l;750.0;13.5;101.25;7.676;Rimi;13.19;2025-11-12 08:24:00;https://ostukorvid.ee/tooted/989c0a97-612c-4df3-b713-769a4e817430/geograafilise-tahisega-vein-cocoon-zinfandel-135percentvol-075l
Poolkuiv vein MATEUS Rose 11% 750ml;750.0;11.0;82.5;7.674;Maxima;10.75;2025-11-12 06:20:00;https://ostukorvid.ee/tooted/135c9fd7-109c-4ffb-a4bd-8379dfde2531/poolkuiv-vein-mateus-rose-11percent-750ml
Rojito Premium Punane Vein ja Sidruni Spritzer 4,5% 250ml;250.0;4.5;11.25;7.55;Sumena;1.49;2025-11-12 07:18:00;https://ostukorvid.ee/tooted/9152e991-3a85-41bb-844b-323a1afc7623/rojito-premium-punane-vein-ja-sidruni-spritzer-45percent-250ml
Vahuvein ALITA SunDay Pink 7.5% 200ml;200.0;7.5;15.0;7.538;Maxima;1.99;2025-11-12 06:08:00;https://ostukorvid.ee/tooted/53e441fd-4e10-421c-b331-cb2e2b7fd1da/vahuvein-alita-sunday-pink-75percent-200ml
Vahuvein ALITA SunDay Med.dry 7.5% 200ml;200.0;7.5;15.0;7.538;Maxima;1.99;2025-11-12 06:10:00;https://ostukorvid.ee/tooted/79252d84-3352-4574-8edc-a285b16c31a1/vahuvein-alita-sunday-meddry-75percent-200ml
