Toode;Maht_ml;Protsent;Etanool;Etanool/€;Pood;Hind;Uuendatud;Link
Tarapaca Varietal Chardonnay GT vein 13%, 750 ml;750.0;13.0;97.5;11.156;Kaupmees;8.74;2025-11-12 06:14:00;https://ostukorvid.ee/tooted/304678a5-f562-4ea2-83f9-5f7af9231bfd/tarapaca-varietal-chardonnay-gt-vein-13percent-750-ml
KPN vein BARON ROSEN Riesling 9.5% 750ml;750.0;9.5;71.25;11.15;Maxima;6.39;2025-11-12 06:12:00;https://ostukorvid.ee/tooted/0fa5ca9b-59a8-454c-bb6d-ea038e57f84f/kpn-vein-baron-rosen-riesling-95percent-750ml
Silverboom Chardonnay 14% 750ml;750.0;14.0;105.0;11.064;Selver;9.49;2025-11-12 03:22:00;https://ostukorvid.ee/tooted/b2909399-0376-414f-8c8a-fde269e6ba5b/silverboom-chardonnay-14percent-750ml
Vein Johann Brunner Weisswein Lieblich 11%vol 0,75l;750.0;11.0;82.5;11.044;Rimi;7.47;2025-11-12 09:15:00;https://ostukorvid.ee/tooted/c35295b0-efb0-4bdc-9701-e959d2a15e0e/vein-johann-brunner-weisswein-lieblich-11percentvol-075l
Kaitstud geograafilise tähisega vein Grand Noir Pinot Noir 12,5% 0,75l;750.0;12.5;93.75;11.042;Rimi;8.49;2025-11-12 08:11:00;https://ostukorvid.ee/tooted/131ee16d-020e-4f6a-a849-fad214c32bde/kaitstud-geograafilise-tahisega-vein-grand-noir-pinot-noir-125percent-075l
Kaitstud geograafilise tähisega vein Grand Noir Viognier 12,5% 0,75l;750.0;12.5;93.75;11.042;Rimi;8.49;2025-11-12 08:24:00;https://ostukorvid.ee/tooted/c654a782-0e1f-47c9-95a6-bc17e3e69091/kaitstud-geograafilise-tahisega-vein-grand-noir-viognier-125percent-075l
Georgian Valleys Alazani Valley vein 11,5% 750 ml;750.0;11.5;86.25;11.015;Kaupmees;7.83;2025-04-16 15:08:00;https://ostukorvid.ee/tooted/1805588e-b105-4493-b7e0-7f9cc265e50a/georgian-valleys-alazani-valley-vein-115percent-750-ml
Tarapacá Biodiversity Pinot Grigio vein 12,5%vol 750ml;750.0;12.5;93.75;10.914;Prisma;8.59;2025-04-16 15:22:00;https://ostukorvid.ee/tooted/9b288ecc-f2a1-4f79-8c38-ecbf204f7fac/tarapaca-biodiversity-pinot-grigio-vein-125percentvol-750ml
KGT vein FRANZ HOFFNER Riesling 3L 9%BIB;3000.0;9.0;270.0;10.909;Maxima;24.75;2025-11-12 06:19:00;https://ostukorvid.ee/tooted/0e48f8b4-0181-4590-92f9-769465c5c7f1/kgt-vein-franz-hoffner-riesling-3l-9percentbib
Kaitstud geograafilise tähisega vein Louis Eschenauer Cabernet Sauvignon 13,5%vol 0,75l;750.0;13.5;101.25;10.899;Rimi;9.29;2025-11-12 09:20:00;https://ostukorvid.ee/tooted/ffed9a27-2e8b-42bc-9ce0-186cfda3074a/kaitstud-geograafilise-tahisega-vein-louis-eschenauer-cabernet-sauvignon-135percentvol-075l
KGT vein NERONE Negroamaro Pr. 13% 750ml;750.0;13.0;97.5;10.845;Maxima;8.99;2025-11-12 06:09:00;https://ostukorvid.ee/tooted/c15451a7-8830-4786-b103-84e7a7293f2d/kgt-vein-nerone-negroamaro-pr-13percent-750ml
Matua Rose vein 13%vol 750ml;750.0;13.0;97.5;10.833;Kaupmees;9.0;2025-11-12 06:20:00;https://ostukorvid.ee/tooted/548420b0-3ed8-42f7-8a8a-8d4e4c448bdc/matua-rose-vein-13percentvol-750ml
Geograafilise tähisega vein Maori Bay Pinot Grigio 11,5%vol 0,75l;750.0;11.5;86.25;10.795;Rimi;7.99;2025-11-12 09:11:00;https://ostukorvid.ee/tooted/f7c36dac-6852-4096-ac63-7abc3f14d146/geograafilise-tahisega-vein-maori-bay-pinot-grigio-115percentvol-075l
Maori Bay Pinot Grigio 11.5% 750ml;750.0;11.5;86.25;10.795;Prisma;7.99;2025-04-16 15:16:00;https://ostukorvid.ee/tooted/023694be-a279-4a47-b6fc-6271b7da0738/maori-bay-pinot-grigio-115percent-750ml
Imperial Glögg 10%, 750 ml;750.0;10.0;75.0;10.73;Selver;6.99;2025-03-17 15:09:00;https://ostukorvid.ee/tooted/64f637c9-6ed0-4d43-be30-c461b72bbd5d/imperial-glogg-10percent-750-ml
BLOSSA Glögg 2024 15% 75cl (klaas);750.0;15.0;112.5;10.724;Prisma;10.49;2025-03-17 15:09:00;https://ostukorvid.ee/tooted/2c7051a4-4550-4a32-84e2-057ae3318408/blossa-glogg-2024-15percent-75cl-klaas
GT vein THINK BIG Zinfandel 14.5% 750ml;750.0;14.5;108.75;10.714;Maxima;10.15;2025-11-12 06:16:00;https://ostukorvid.ee/tooted/3098e7df-f937-4406-86df-2ada8f9ba808/gt-vein-think-big-zinfandel-145percent-750ml
PORTO Valdouro Ruby Port 19% 75cl (punane, liköörvein);750.0;19.0;142.5;10.706;Kaupmees;13.31;2025-11-12 06:23:00;https://ostukorvid.ee/tooted/95c2c116-e75c-4ad6-a0a0-f84c4b771d0e/porto-valdouro-ruby-port-19percent-75cl-punane-likoorvein
Cosmopolitan Diva Mojito gaseeritud puuviljavein 5,5%vol 750ml;750.0;5.5;41.25;10.604;Hinnapomm;3.89;2025-11-12 08:19:00;https://ostukorvid.ee/tooted/2647343c-fdd5-418b-8682-597248cd1aa7/cosmopolitan-diva-mojito-gaseeritud-puuviljavein-55percentvol-750ml
Gustav Moselland Riesling Trocken KPN vein 12% 750 ml;750.0;12.0;90.0;10.601;Prisma;8.49;2025-04-16 15:07:00;https://ostukorvid.ee/tooted/2be8fbc5-ae23-40ef-b5ed-1d05223bae90/gustav-moselland-riesling-trocken-kpn-vein-12percent-750-ml
Kaitstud päritolunimetusega vein Zantho Zweigelt 13%vol 0,25l;250.0;13.0;32.5;10.518;Rimi;3.09;2025-11-12 09:16:00;https://ostukorvid.ee/tooted/5b42e7d0-d05e-45c1-ac94-39c1f4cd435e/kaitstud-paritolunimetusega-vein-zantho-zweigelt-13percentvol-025l
Kaitstud päritolunimetusega vein Vilamar Terra Alta Reserva 14%vol 0,75l;750.0;14.0;105.0;10.511;Rimi;9.99;2025-11-12 09:07:00;https://ostukorvid.ee/tooted/e8e91d6f-45b6-4f29-8b7c-5b63f106bdbb/kaitstud-paritolunimetusega-vein-vilamar-terra-alta-reserva-14percentvol-075l
Kaitstud geograafilise tähisega vein Barone Montalto Syrah 14%vol 0,75l;750.0;14.0;105.0;10.511;Rimi;9.99;2025-11-12 08:15:00;https://ostukorvid.ee/tooted/a8db1e6f-0c07-47a5-8b49-c25bab440b14/kaitstud-geograafilise-tahisega-vein-barone-montalto-syrah-14percentvol-075l
Kaitstud geograafilise tähisega vein LYV Rose 12%vol 0,75l;750.0;12.0;90.0;10.477;Rimi;8.59;2025-11-12 08:20:00;https://ostukorvid.ee/tooted/65f0ddfc-0464-40b8-bf27-1945f4bec2b8/kaitstud-geograafilise-tahisega-vein-lyv-rose-12percentvol-075l
Kaitstud geograafilise tähisega vein LYV Sauvignon Blanc 12%vol 0,75l;750.0;12.0;90.0;10.477;Rimi;8.59;2025-11-12 08:23:00;https://ostukorvid.ee/tooted/78c3d6dc-b95e-4808-ab76-ff5ce18d8896/kaitstud-geograafilise-tahisega-vein-lyv-sauvignon-blanc-12percentvol-075l
Kaitstud päritolunimetusega vein Santa Sofia Soave Classico Montefoscarino 12%vol 0,75l;750.0;12.0;90.0;10.477;Rimi;8.59;2025-11-12 08:23:00;https://ostukorvid.ee/tooted/83e02566-54df-4917-b896-8a4ed2b97327/kaitstud-paritolunimetusega-vein-santa-sofia-soave-classico-montefoscarino-12percentvol-075l
KGT vein CASA CHARL.Prim.Pugl.13.5%750ml;750.0;13.5;101.25;10.449;Maxima;9.69;2025-11-12 06:21:00;https://ostukorvid.ee/tooted/cd7a93d1-6e3f-4eba-b2d9-ede8fedf5dd2/kgt-vein-casa-charlprimpugl135percent750ml
Geograafilise tähisega vein Maori Bay Sauvignon Blanc Austraalia 12,5%vol 0,75l;750.0;12.5;93.75;10.428;Rimi;8.99;2025-11-12 08:08:00;https://ostukorvid.ee/tooted/ac0d440b-0a18-42c7-9c2b-b2a181cbbdcf/geograafilise-tahisega-vein-maori-bay-sauvignon-blanc-austraalia-125percentvol-075l
Acantus Tempranillo Cabernet Sauvignon KPN vein 12,5%vol 750ml;750.0;12.5;93.75;10.428;Prisma;8.99;2025-04-16 15:14:00;https://ostukorvid.ee/tooted/c091bd1b-ebde-4bea-bdd8-09964f5d688c/acantus-tempranillo-cabernet-sauvignon-kpn-vein-125percentvol-750ml
Vein SOUTHERN OCEAN Blanc 12.5% 750ml;750.0;12.5;93.75;10.428;Maxima;8.99;2025-11-12 06:14:00;https://ostukorvid.ee/tooted/c3eb1a0a-5a27-45e4-8856-6980e95adac1/vein-southern-ocean-blanc-125percent-750ml
Shahnazaryan Apricot puuvilja-ja marjavein 12,5%vol 750ml;750.0;12.5;93.75;10.428;Prisma;8.99;2025-04-16 15:15:00;https://ostukorvid.ee/tooted/02099f32-ad3b-456c-b7c4-0f025e0bf58e/shahnazaryan-apricot-puuvilja-ja-marjavein-125percentvol-750ml
Stony Ocean Camps Bay Pink GT vein 12,5%vol 750ml;750.0;12.5;93.75;10.428;Maxima;8.99;2025-11-12 06:19:00;https://ostukorvid.ee/tooted/41091170-957f-4409-b38b-9a2d80ebfabc/stony-ocean-camps-bay-pink-gt-vein-125percentvol-750ml
GT vein TELIANI VALLEY Alaz. 12.5% 750ml;750.0;12.5;93.75;10.428;Maxima;8.99;2025-11-12 05:21:00;https://ostukorvid.ee/tooted/80d6e6a4-9fe8-4e94-965f-7533ca446bf7/gt-vein-teliani-valley-alaz-125percent-750ml
Zonin Limoneto Spritz aromatiseeritud veinijook 11%vol 750ml;750.0;11.0;82.5;10.325;Coop;7.99;2024-07-20 15:15:00;https://ostukorvid.ee/tooted/c9d0612a-9971-4353-a64d-9213821da030/zonin-limoneto-spritz-aromatiseeritud-veinijook-11percentvol-750ml
Kaitstud geograafilise tähisega vein Detective Sauvignon Blanc 11%vol 0,75l;750.0;11.0;82.5;10.325;Rimi;7.99;2025-11-12 08:19:00;https://ostukorvid.ee/tooted/bac91585-d0da-4eb8-a33d-bf5fb9f89a8d/kaitstud-geograafilise-tahisega-vein-detective-sauvignon-blanc-11percentvol-075l
Moselland Riesling Kabinett KPN vein 7,5%, 3L;3000.0;7.5;225.0;10.269;Hinnapomm;21.91;2025-11-12 07:19:00;https://ostukorvid.ee/tooted/f080be61-2672-459e-bac4-08f7fc96fe76/moselland-riesling-kabinett-kpn-vein-75percent-3l
Vein Badgers Creek Shiraz Cabernet 13,5%vol 0,25l;250.0;13.5;33.75;10.258;Rimi;3.29;2025-11-12 08:26:00;https://ostukorvid.ee/tooted/843dc8cf-c8ef-4525-b236-2bac78adea9d/vein-badgers-creek-shiraz-cabernet-135percentvol-025l
Blossa 23 Glögg glögi aromatiseeritud vein 15%vol 750ml;750.0;15.0;112.5;10.237;Kaupmees;10.99;2025-11-12 06:16:00;https://ostukorvid.ee/tooted/4bcd368c-a38d-427b-884d-10400a35dcbc/blossa-23-glogg-glogi-aromatiseeritud-vein-15percentvol-750ml
Oscar Haussmann Oh01 Riesling Dry KGT vein 10,5%vol 750ml;750.0;10.5;78.75;10.227;Kaupmees;7.7;2025-11-12 06:24:00;https://ostukorvid.ee/tooted/46aca5df-cff9-4df2-b3cc-9ec176b2d84a/oscar-haussmann-oh01-riesling-dry-kgt-vein-105percentvol-750ml
Vahuv.CINZANO Sweet Edit.Dolce9.5% 750ml;750.0;9.5;71.25;10.193;Maxima;6.99;2025-11-12 05:15:00;https://ostukorvid.ee/tooted/b6beb9d7-8bca-44b0-a9d5-4542a717ea9f/vahuvcinzano-sweet-editdolce95percent-750ml
Kaitstud päritolunimetusega vahuvein Prosecco Donelli Rose 11,5%vol 1,5l;1500.0;11.5;172.5;10.153;Rimi;16.99;2025-11-12 08:21:00;https://ostukorvid.ee/tooted/b1286748-e7eb-457a-a4ae-2e4ef4c29804/kaitstud-paritolunimetusega-vahuvein-prosecco-donelli-rose-115percentvol-15l
Kaitstud geograafilise tähisega vein Gerard Bertrand Cote des Roses Pinot Noir 13,5%vol 0,75l;750.0;13.5;101.25;10.135;Rimi;9.99;2025-11-12 08:12:00;https://ostukorvid.ee/tooted/69243e51-03c1-45fa-ba75-d724ef657279/kaitstud-geograafilise-tahisega-vein-gerard-bertrand-cote-des-roses-pinot-noir-135percentvol-075l
Shahnazaryan Apricot puuvilja-ja marjavein 12,5%vol 750ml;750.0;12.5;93.75;10.124;Kaupmees;9.26;2025-11-12 06:15:00;https://ostukorvid.ee/tooted/02099f32-ad3b-456c-b7c4-0f025e0bf58e/shahnazaryan-apricot-puuvilja-ja-marjavein-125percentvol-750ml
KPN vein ANCIANO RiojaCrianza 13% 750ml;750.0;13.0;97.5;10.062;Maxima;9.69;2025-11-12 06:17:00;https://ostukorvid.ee/tooted/736e76c7-18bf-4367-8263-17181bd9f647/kpn-vein-anciano-riojacrianza-13percent-750ml
Aromatiseeritud veinijook Dreamer Selected Harvest Prestige Cuvee magus valge 10%vol 0,75l;750.0;10.0;75.0;10.013;Rimi;7.49;2025-11-12 08:08:00;https://ostukorvid.ee/tooted/eb2f2503-f1c3-4b78-a0a7-e12c253899e2/aromatiseeritud-veinijook-dreamer-selected-harvest-prestige-cuvee-magus-valge-10percentvol-075l
Aromatiseeritud veinijook Dreamer Selected Harvest Prestige Cuvee magus roosa 10%vol 0,75l;750.0;10.0;75.0;10.013;Rimi;7.49;2025-11-12 08:10:00;https://ostukorvid.ee/tooted/d492967e-e563-42fb-b0e6-f2a63efee3da/aromatiseeritud-veinijook-dreamer-selected-harvest-prestige-cuvee-magus-roosa-10percentvol-075l
Aromatiseeritud veinijook Dreamer Selected Harvest Prestige Cuvee magus punane 10%vol 0,75l;750.0;10.0;75.0;10.013;Rimi;7.49;2025-11-12 08:20:00;https://ostukorvid.ee/tooted/8a680409-602b-4124-a0bf-8e3bf81725bf/aromatiseeritud-veinijook-dreamer-selected-harvest-prestige-cuvee-magus-punane-10percentvol-075l
Teliani Valley Saperavi Rose 12% 750 ml;750.0;12.0;90.0;10.011;Prisma;8.99;2024-08-19 15:15:00;https://ostukorvid.ee/tooted/408bd929-8060-48b1-b6eb-0c86aa6f5c19/teliani-valley-saperavi-rose-12percent-750-ml
Teliani Valley Saperavi Rose 12% 750 ml;750.0;12.0;90.0;10.0;Kaupmees;9.0;2025-11-12 06:15:00;https://ostukorvid.ee/tooted/408bd929-8060-48b1-b6eb-0c86aa6f5c19/teliani-valley-saperavi-rose-12percent-750-ml
Calvet Sauvignon Blanc Pays d'oc KGT vein 12%vol 750ml;750.0;12.0;90.0;9.989;Kaupmees;9.01;2025-11-12 06:24:00;https://ostukorvid.ee/tooted/4dd54352-5abf-4c1a-8762-c61f8a7b6992/calvet-sauvignon-blanc-pays-doc-kgt-vein-12percentvol-750ml
KPN vein JOHANN BRUNNER Gew. 11% 750ml;750.0;11.0;82.5;9.952;Maxima;8.29;2025-11-12 05:21:00;https://ostukorvid.ee/tooted/6dce2da8-e856-45bd-a6b7-7192ae246d5f/kpn-vein-johann-brunner-gew-11percent-750ml
Kaitstud geograafilise tähisega vein L'Amour du Chocolat Cabernet Syrah Pays d'Oc 13,5%vol 0,75l;750.0;13.5;101.25;9.936;Rimi;10.19;2025-11-12 08:10:00;https://ostukorvid.ee/tooted/a9694bf0-1c96-4447-835b-2081c2e4bb46/kaitstud-geograafilise-tahisega-vein-lamour-du-chocolat-cabernet-syrah-pays-doc-135percentvol-075l
Maori Bay Shiraz Rose GT vein 12,5%vol 750ml;750.0;12.5;93.75;9.879;Selver;9.49;2025-11-12 04:16:00;https://ostukorvid.ee/tooted/9eba62d7-cff9-495b-8401-8e3c0a36c9ba/maori-bay-shiraz-rose-gt-vein-125percentvol-750ml
Baron Montalto Pinot Grigio Blush KGT vein 12%vol 750ml;750.0;12.0;90.0;9.879;Kaupmees;9.11;2025-11-12 06:26:00;https://ostukorvid.ee/tooted/2ca42b3e-7a53-4871-8a6c-e1f9907f8f93/baron-montalto-pinot-grigio-blush-kgt-vein-12percentvol-750ml
KPN poolvahuvein MASCHIO Pr. 10.5% 750ml;750.0;10.5;78.75;9.856;Maxima;7.99;2025-11-12 06:12:00;https://ostukorvid.ee/tooted/b00eef98-5acc-42ca-9776-3bfda4a69074/kpn-poolvahuvein-maschio-pr-105percent-750ml
Kaitstud päritolunimetusega poolvahuvein Zonin Prosecco Frizzante 10,5%vol 0,75l;750.0;10.5;78.75;9.856;Rimi;7.99;2025-11-12 08:14:00;https://ostukorvid.ee/tooted/14a82c92-d0a9-4dd1-a70e-7b3c1d2f4136/kaitstud-paritolunimetusega-poolvahuvein-zonin-prosecco-frizzante-105percentvol-075l
KPN vein JOHANN BRUNNER Dor. 10.5% 750ml;750.0;10.5;78.75;9.856;Maxima;7.99;2025-11-12 05:23:00;https://ostukorvid.ee/tooted/ee1e7396-24a4-46f5-b454-93f3a82235b5/kpn-vein-johann-brunner-dor-105percent-750ml
Cosmopolitan Diva Mojito gaseeritud puuviljavein 5,5%vol 750ml;750.0;5.5;41.25;9.845;Prisma;4.19;2025-02-15 15:19:00;https://ostukorvid.ee/tooted/2647343c-fdd5-418b-8682-597248cd1aa7/cosmopolitan-diva-mojito-gaseeritud-puuviljavein-55percentvol-750ml
Kaitstud päritolunimetusega vein Santa Sofia Bardolino Classico 12,5%vol 0,75l;750.0;12.5;93.75;9.776;Rimi;9.59;2025-11-12 08:13:00;https://ostukorvid.ee/tooted/adedb4bd-eff1-4a82-a779-acdb34492858/kaitstud-paritolunimetusega-vein-santa-sofia-bardolino-classico-125percentvol-075l
Vein Stony Ocean Sauvignon Blanc 13%vol 0,75l;750.0;13.0;97.5;9.76;Rimi;9.99;2025-11-12 08:07:00;https://ostukorvid.ee/tooted/d4b0879e-6019-46ea-911b-df5b082a49c6/vein-stony-ocean-sauvignon-blanc-13percentvol-075l
Kaitstud geograafilise tähisega vein Gerard Bertrand Cote des Roses Sauvignon Blanc 13%vol 0,75l;750.0;13.0;97.5;9.76;Rimi;9.99;2025-11-12 08:13:00;https://ostukorvid.ee/tooted/2020c27f-e752-4e03-9d3a-eb58ce702a0c/kaitstud-geograafilise-tahisega-vein-gerard-bertrand-cote-des-roses-sauvignon-blanc-13percentvol-075l
Kaitstud päritolunimetusega vein Clos Du Cheval Blanc 13%vol 0,75l;750.0;13.0;97.5;9.76;Rimi;9.99;2025-11-12 08:13:00;https://ostukorvid.ee/tooted/1d589396-fbc8-4d11-a5d7-8dbd632a01d8/kaitstud-paritolunimetusega-vein-clos-du-cheval-blanc-13percentvol-075l
GT vein VENTISQ.Res.Pinot Noir 13% 750ml;750.0;13.0;97.5;9.76;Maxima;9.99;2025-11-12 06:14:00;https://ostukorvid.ee/tooted/4f986fbd-75a1-45f2-949d-8af205cb90ca/gt-vein-ventisqrespinot-noir-13percent-750ml
Kaitstud päritolunimetusega vein Gerard Bertrand Cote des Roses Rosé 13%vol 0,75l;750.0;13.0;97.5;9.76;Rimi;9.99;2025-11-12 08:18:00;https://ostukorvid.ee/tooted/22ff6729-2fc4-4251-b3f9-fb2990feec52/kaitstud-paritolunimetusega-vein-gerard-bertrand-cote-des-roses-rose-13percentvol-075l
GT vein VENTISQ. Res.Cab.Sauv.13% 750ml;750.0;13.0;97.5;9.76;Maxima;9.99;2025-11-12 05:21:00;https://ostukorvid.ee/tooted/0e90d2dd-e338-41f6-8fad-195343ef3257/gt-vein-ventisq-rescabsauv13percent-750ml
Calvet Sauvignon Blanc Pays d'oc KGT vein 12%vol 750ml;750.0;12.0;90.0;9.74;Prisma;9.24;2024-07-20 15:24:00;https://ostukorvid.ee/tooted/4dd54352-5abf-4c1a-8762-c61f8a7b6992/calvet-sauvignon-blanc-pays-doc-kgt-vein-12percentvol-750ml
Trapiche Varietals Malbec GT vein 12,5% 750 ml;750.0;12.5;93.75;9.715;Selver;9.65;2025-11-12 03:12:00;https://ostukorvid.ee/tooted/c0afcbc6-136f-4c53-9c2e-b883fd239f1c/trapiche-varietals-malbec-gt-vein-125percent-750-ml
Kaitstud päritolunimetusega vein Zantho Grüner Veltliner 12%vol 0,25l;250.0;12.0;30.0;9.709;Rimi;3.09;2025-11-12 09:25:00;https://ostukorvid.ee/tooted/45c5e2ed-ec14-4303-b2f5-d04410051cf2/kaitstud-paritolunimetusega-vein-zantho-gruner-veltliner-12percentvol-025l
Puuvilja- ja marjavein Pomergranate 12,5%vol 0,75l;750.0;12.5;93.75;9.675;Rimi;9.69;2025-11-12 08:20:00;https://ostukorvid.ee/tooted/abef8032-e999-4f5e-a3bf-0f7b6d52e44f/puuvilja-ja-marjavein-pomergranate-125percentvol-075l
Oscar H. Oh01 Riesling Semi Sweet KGT vein 9%vol 750ml;750.0;9.0;67.5;9.657;Prisma;6.99;2025-04-16 15:10:00;https://ostukorvid.ee/tooted/53002557-c669-422b-b3e4-b570e146ea40/oscar-h-oh01-riesling-semi-sweet-kgt-vein-9percentvol-750ml
KGT vein FRANZ HOFFNER Riesling 9% 750ml;750.0;9.0;67.5;9.657;Maxima;6.99;2025-11-12 06:10:00;https://ostukorvid.ee/tooted/4280924c-f6fe-496c-9488-26910e892bf2/kgt-vein-franz-hoffner-riesling-9percent-750ml
Crabo Riesling Pavia KGT vein 13%vol 750ml;750.0;13.0;97.5;9.644;Kaupmees;10.11;2025-11-12 06:18:00;https://ostukorvid.ee/tooted/3d10925c-aba6-4bbd-85fd-21771a17d143/crabo-riesling-pavia-kgt-vein-13percentvol-750ml
Vein Obra Prima Vinho Verde Rose 11%vol 0,75l;750.0;11.0;82.5;9.604;Rimi;8.59;2025-11-12 08:10:00;https://ostukorvid.ee/tooted/0e41bd31-8faf-4425-92a0-1a8512b6a07b/vein-obra-prima-vinho-verde-rose-11percentvol-075l
Kaitstud päritolunimetusega vahuvein Pignoletto Vino Donelli 11%vol 0,75l;750.0;11.0;82.5;9.604;Rimi;8.59;2025-11-12 08:13:00;https://ostukorvid.ee/tooted/8cec955f-8eff-47f4-b48a-b531bf2320b0/kaitstud-paritolunimetusega-vahuvein-pignoletto-vino-donelli-11percentvol-075l
Kaitstud päritolunimetusega vahuvein Maia Blanc de Blancs Garda Doc 11,5%vol 0,75l;750.0;11.5;86.25;9.594;Rimi;8.99;2025-11-12 08:18:00;https://ostukorvid.ee/tooted/9dcee863-4750-4fb0-a1dc-b0e7665a7960/kaitstud-paritolunimetusega-vahuvein-maia-blanc-de-blancs-garda-doc-115percentvol-075l
Castell D'Or Cabaret Cava Brut KPN kvaliteetvahuvein 11,5%vol 750ml;750.0;11.5;86.25;9.594;Coop;8.99;2025-11-12 06:21:00;https://ostukorvid.ee/tooted/484e1d45-2d59-4ae9-a01c-bdf294a30454/castell-dor-cabaret-cava-brut-kpn-kvaliteetvahuvein-115percentvol-750ml
Geograafilise tähisega vein Teliani Valley Kindzmarauli 11,5%vol 0,75l;750.0;11.5;86.25;9.594;Rimi;8.99;2025-11-12 08:25:00;https://ostukorvid.ee/tooted/385758ee-f3b8-4240-8d15-45dc4b6f772a/geograafilise-tahisega-vein-teliani-valley-kindzmarauli-115percentvol-075l
Kaitstud päritolunimetusega poolvahuvein Cielo Frizzante Prosecco 10,5%vol 0,2l;200.0;10.5;21.0;9.589;Rimi;2.19;2025-11-12 08:08:00;https://ostukorvid.ee/tooted/53ae0ca7-1297-4512-a447-c2a8973eb2ed/kaitstud-paritolunimetusega-poolvahuvein-cielo-frizzante-prosecco-105percentvol-02l
Puuvilja- ja marjavein Granaatõuna Vedi-Alco poolmagus 12%vol 0,75l;750.0;12.0;90.0;9.585;Rimi;9.39;2025-11-12 08:09:00;https://ostukorvid.ee/tooted/a853f7ae-28dd-45f1-a6d1-4520dc970aeb/puuvilja-ja-marjavein-granaatouna-vedi-alco-poolmagus-12percentvol-075l
Puuvilja- ja marjavein Granaatõuna Vedi-Alco poolmagus 12%vol 0,75l;750.0;12.0;90.0;9.585;Rimi;9.39;2025-11-12 08:09:00;https://ostukorvid.ee/tooted/18765f9e-cf62-4d24-a768-3a11c9b51861/puuvilja-ja-marjavein-granaatouna-vedi-alco-poolmagus-12percentvol-075l
KGT vein CASA CHARL.Pinot Grigio12%750ml;750.0;12.0;90.0;9.585;Maxima;9.39;2025-11-12 05:23:00;https://ostukorvid.ee/tooted/2a5ec4c6-d71f-4709-9f7c-ef931cd5ffa2/kgt-vein-casa-charlpinot-grigio12percent750ml
Villa Borghett Pasqua Soave Classico 12,5% 750ml;750.0;12.5;93.75;9.576;Prisma;9.79;2025-04-16 15:09:00;https://ostukorvid.ee/tooted/d022b592-351d-41d2-9a00-b5a8e9e9a7f6/villa-borghett-pasqua-soave-classico-125percent-750ml
Silk and Spice Red Blend vein 13%, 750 ml;750.0;13.0;97.5;9.568;Selver;10.19;2025-11-12 03:20:00;https://ostukorvid.ee/tooted/aeb94c2f-4a11-4898-9a7b-4ff1e6faa028/silk-and-spice-red-blend-vein-13percent-750-ml
Wine Makers Pride Primitivo GT vein 14%vol 750ml;750.0;14.0;105.0;9.554;Selver;10.99;2025-11-12 04:13:00;https://ostukorvid.ee/tooted/20b0a3c6-b06d-4fb8-b488-79dd2904fe0e/wine-makers-pride-primitivo-gt-vein-14percentvol-750ml
KPN vein MARQUES DE RISCAL V. 14% 750ml;750.0;14.0;105.0;9.554;Maxima;10.99;2025-11-12 06:15:00;https://ostukorvid.ee/tooted/50c8907f-9a26-4500-b190-4dec814f1db1/kpn-vein-marques-de-riscal-v-14percent-750ml
Vein Badgers Creek Chardonnay Semillon 12,5%vol 0,25l;250.0;12.5;31.25;9.498;Rimi;3.29;2025-11-12 08:07:00;https://ostukorvid.ee/tooted/78b7779e-cfe3-4697-b514-28815fc4de60/vein-badgers-creek-chardonnay-semillon-125percentvol-025l
SILK&SPICE Spice Road Red 13,5% 75cl (punane, poolkuiv);750.0;13.5;101.25;9.498;Kaupmees;10.66;2025-11-12 06:16:00;https://ostukorvid.ee/tooted/71f8045b-c33d-4f75-8377-18c83e04cf39/silkandspice-spice-road-red-135percent-75cl-punane-poolkuiv
Kaitstud geograafilise tähisega vein Doppio Passo Primitivo 13%vol 0,75l;750.0;13.0;97.5;9.475;Rimi;10.29;2025-11-12 09:07:00;https://ostukorvid.ee/tooted/92f13ac5-06d5-425e-87b1-cce453977a5a/kaitstud-geograafilise-tahisega-vein-doppio-passo-primitivo-13percentvol-075l
Choya Silver aromatiseeritud veinijook 10% 0,5L;500.0;10.0;50.0;9.452;Selver;5.29;2024-06-20 15:22:00;https://ostukorvid.ee/tooted/2c21f04c-0255-49b0-9f76-80d6a86fe69c/choya-silver-aromatiseeritud-veinijook-10percent-05l
Chill Out Organic Riesling KPN vein 11,5%vol 750ml;750.0;11.5;86.25;9.426;Prisma;9.15;2024-07-20 15:26:00;https://ostukorvid.ee/tooted/7901c93e-5f67-4cd5-8e61-55f753326df8/chill-out-organic-riesling-kpn-vein-115percentvol-750ml
GT vein TELIANI VALLEY Al. W. 11% 750ml;750.0;11.0;82.5;9.386;Maxima;8.79;2025-11-12 05:25:00;https://ostukorvid.ee/tooted/db44fc46-6ee3-4a85-8086-78562e874cde/gt-vein-teliani-valley-al-w-11percent-750ml
Kaitstud päritolunimetusega vahuvein Collinobili Valdobbiadene DOCG Prosecco Superiore Millesimato Extra Dry 11,5%vol 0,75l;750.0;11.5;86.25;9.385;Rimi;9.19;2025-11-11 15:24:00;https://ostukorvid.ee/tooted/6bd9c333-c1ae-42aa-bda3-57e36c822c7e/kaitstud-paritolunimetusega-vahuvein-collinobili-valdobbiadene-docg-prosecco-superiore-millesimato-extra-dry-115percentvol-075l
